# field_out
#x y z t Bx By Bz Ex Ey Ez
0 0 27250 0 0 0 -0.943893 0 0 0 
0 0 27300 0 0 0 -0.755362 0 0 0 
0 0 27350 0 0 0 -0.546546 0 0 15 
0 0 27400 0 0 0 -0.377394 0 0 15 
0 0 27450 0 0 0 -0.257132 0 0 15 
0 0 27500 0 0 0 -0.17365 0 0 15 
0 0 27550 0 0 0 -0.11445 0 0 15 
0 0 27600 0 0 0 -0.070562 0 0 0 
0 0 27650 0 0 0 -0.0359398 0 0 0 
0 0 27700 0 0 0 -0.0064044 0 0 0 
0 0 27750 0 0 0 0.0212227 0 0 0 
0 0 27800 0 0 0 0.0496208 0 0 0 
0 0 27850 0 0 0 0.0816936 0 0 0 
0 0 27900 0 0 0 0.120996 0 0 15 
0 0 27950 0 0 0 0.172468 0 0 15 
0 0 28000 0 0 0 0.243396 0 0 15 
0 0 28050 0 0 0 0.3445 0 0 15 
0 0 28100 0 0 0 0.489844 0 0 15 
0 0 28150 0 0 0 0.689324 0 0 0 
0 0 28200 0 0 0 0.922058 0 0 0 
0 0 28250 0 0 0 1.11437 0 0 0 
0 0 28300 0 0 0 1.19562 0 0 0 
0 0 28350 0 0 0 1.15059 0 0 0 
0 0 28400 0 0 0 1.01444 0 0 0 
0 0 28450 0 0 0 0.872298 0 0 15 
0 0 28500 0 0 0 0.801021 0 0 15 
0 0 28550 0 0 0 0.82708 0 0 15 
0 0 28600 0 0 0 0.961351 0 0 15 
0 0 28650 0 0 0 1.22174 0 0 15 
0 0 28700 0 0 0 1.62061 0 0 0 
0 0 28750 0 0 0 2.10412 0 0 0 
0 0 28800 0 0 0 2.50137 0 0 0 
0 0 28850 0 0 0 2.64941 0 0 0 
0 0 28900 0 0 0 2.51038 0 0 0 
0 0 28950 0 0 0 2.15962 0 0 0 
0 0 29000 0 0 0 1.78398 0 0 15 
0 0 29050 0 0 0 1.54945 0 0 15 
0 0 29100 0 0 0 1.50503 0 0 15 
0 0 29150 0 0 0 1.65912 0 0 15 
0 0 29200 0 0 0 2.03354 0 0 15 
0 0 29250 0 0 0 2.64966 0 0 0 
0 0 29300 0 0 0 3.44744 0 0 0 
0 0 29350 0 0 0 4.22416 0 0 0 
0 0 29400 0 0 0 4.85249 0 0 0 
0 0 29450 0 0 0 5.54725 0 0 0 
0 0 29500 0 0 0 7.19389 0 0 0 
0 0 29550 0 0 0 12.7255 0 0 0 
0 0 29600 0 0 0 27.3598 0 0 0 
0 0 29650 0 0 0 38.3034 0 0 0 
0 0 29700 0 0 0 40.1401 0 0 0 
0 0 29750 0 0 0 40.3313 0 0 0 
0 0 29800 0 0 0 40.3259 0 0 0 
0 0 29850 0 0 0 40.3156 0 0 0 
0 0 29900 0 0 0 40.3114 0 0 0 
0 0 29950 0 0 0 40.307 0 0 0 
0 0 30000 0 0 0 40.3034 0 0 0 
0 0 30050 0 0 0 40.3 0 0 0 
0 0 30100 0 0 0 40.2959 0 0 0 
0 0 30150 0 0 0 40.2908 0 0 0 
0 0 30200 0 0 0 40.2847 0 0 0 
0 0 30250 0 0 0 40.2768 0 0 0 
0 0 30300 0 0 0 40.2666 0 0 0 
0 0 30350 0 0 0 40.2538 0 0 0 
0 0 30400 0 0 0 40.2372 0 0 0 
0 0 30450 0 0 0 40.2153 0 0 0 
0 0 30500 0 0 0 40.1851 0 0 0 
0 0 30550 0 0 0 40.1463 0 0 0 
0 0 30600 0 0 0 39.9885 0 0 0 
0 0 30650 0 0 0 38.9801 0 0 0 
0 0 30700 0 0 0 31.4672 0 0 0 
0 0 30750 0 0 0 15.3685 0 0 0 
0 0 30800 0 0 0 7.18233 0 0 0 
0 0 30850 0 0 0 4.48168 0 0 0 
0 0 30900 0 0 0 3.45479 0 0 0 
0 0 30950 0 0 0 2.85169 0 0 0 
0 0 31000 0 0 0 2.31432 0 0 0 
0 0 31050 0 0 0 1.79451 0 0 0 
0 0 31100 0 0 0 1.37002 0 0 10 
0 0 31150 0 0 0 1.08916 0 0 10 
0 0 31200 0 0 0 0.944964 0 0 10 
0 0 31250 0 0 0 0.920058 0 0 10 
0 0 31300 0 0 0 1.00525 0 0 10 
0 0 31350 0 0 0 1.18055 0 0 0 
0 0 31400 0 0 0 1.37547 0 0 0 
0 0 31450 0 0 0 1.48844 0 0 0 
0 0 31500 0 0 0 1.45683 0 0 0 
0 0 31550 0 0 0 1.283 0 0 0 
0 0 31600 0 0 0 1.03573 0 0 0 
0 0 31650 0 0 0 0.811293 0 0 10 
0 0 31700 0 0 0 0.663408 0 0 10 
0 0 31750 0 0 0 0.598191 0 0 10 
0 0 31800 0 0 0 0.610542 0 0 10 
0 0 31850 0 0 0 0.698691 0 0 10 
0 0 31900 0 0 0 0.850104 0 0 0 
0 0 31950 0 0 0 1.01119 0 0 0 
0 0 32000 0 0 0 1.10278 0 0 0 
0 0 32050 0 0 0 1.07572 0 0 0 
0 0 32100 0 0 0 0.931491 0 0 0 
0 0 32150 0 0 0 0.723105 0 0 0 
0 0 32200 0 0 0 0.5242 0 0 10 
0 0 32250 0 0 0 0.373467 0 0 10 
0 0 32300 0 0 0 0.26963 0 0 10 
0 0 32350 0 0 0 0.199802 0 0 10 
0 0 32400 0 0 0 0.152896 0 0 10 
0 0 32450 0 0 0 0.121192 0 0 0 
0 0 32500 0 0 0 0.0991076 0 0 0 
0 0 32550 0 0 0 0.0824806 0 0 0 
0 0 32600 0 0 0 0.0686611 0 0 0 
0 0 32650 0 0 0 0.0563501 0 0 0 
0 0 32700 0 0 0 0.0453909 0 0 0 
0 0 32750 0 0 0 0.0361658 0 0 10 
0 0 32800 0 0 0 0.0288851 0 0 10 
0 0 32850 0 0 0 0.0233264 0 0 10 
0 0 32900 0 0 0 0.0192765 0 0 10 
0 0 32950 0 0 0 0.0165868 0 0 10 
0 0 33000 0 0 0 0.0147712 0 0 0 
0 0 33050 0 0 0 0.0122635 0 0 0 
0 0 33100 0 0 0 0.00674481 0 0 0 
0 0 33150 0 0 0 -0.00360575 0 0 0 
0 0 33200 0 0 0 -0.0197444 0 0 0 
0 0 33250 0 0 0 -0.0419284 0 0 0 
0 0 33300 0 0 0 -0.0707688 0 0 5 
0 0 33350 0 0 0 -0.109045 0 0 5 
0 0 33400 0 0 0 -0.162505 0 0 5 
0 0 33450 0 0 0 -0.239727 0 0 5 
0 0 33500 0 0 0 -0.349996 0 0 5 
0 0 33550 0 0 0 -0.491585 0 0 0 
0 0 33600 0 0 0 -0.630988 0 0 0 
0 0 33650 0 0 0 -0.714805 0 0 0 
0 0 33700 0 0 0 -0.709932 0 0 0 
0 0 33750 0 0 0 -0.619007 0 0 0 
0 0 33800 0 0 0 -0.48079 0 0 0 
0 0 33850 0 0 0 -0.348704 0 0 5 
0 0 33900 0 0 0 -0.251259 0 0 5 
0 0 33950 0 0 0 -0.18872 0 0 5 
0 0 34000 0 0 0 -0.153375 0 0 5 
0 0 34050 0 0 0 -0.13881 0 0 5 
0 0 34100 0 0 0 -0.138998 0 0 0 
0 0 34150 0 0 0 -0.143808 0 0 0 
0 0 34200 0 0 0 -0.140471 0 0 0 
0 0 34250 0 0 0 -0.120414 0 0 0 
0 0 34300 0 0 0 -0.0816826 0 0 0 
0 0 34350 0 0 0 -0.0284128 0 0 0 
0 0 34400 0 0 0 0.0337795 0 0 5 
0 0 34450 0 0 0 0.1058 0 0 5 
0 0 34500 0 0 0 0.197227 0 0 5 
0 0 34550 0 0 0 0.323227 0 0 5 
0 0 34600 0 0 0 0.499819 0 0 5 
0 0 34650 0 0 0 0.724285 0 0 0 
0 0 34700 0 0 0 0.940819 0 0 0 
0 0 34750 0 0 0 1.06013 0 0 0 
0 0 34800 0 0 0 1.02589 0 0 0 
0 0 34850 0 0 0 0.839602 0 0 0 
0 0 34900 0 0 0 0.561236 0 0 0 
0 0 34950 0 0 0 0.27264 0 0 5 
0 0 35000 0 0 0 0.0102217 0 0 5 
0 0 35050 0 0 0 -0.241703 0 0 5 
0 0 35100 0 0 0 -0.519435 0 0 5 
0 0 35150 0 0 0 -0.859288 0 0 5 
0 0 35200 0 0 0 -1.26613 0 0 0 
0 0 35250 0 0 0 -1.66221 0 0 0 
0 0 35300 0 0 0 -1.91805 0 0 0 
0 0 35350 0 0 0 -1.95513 0 0 0 
0 0 35400 0 0 0 -1.78504 0 0 0 
0 0 35450 0 0 0 -1.51228 0 0 0 
0 0 35500 0 0 0 -1.28095 0 0 5 
0 0 35550 0 0 0 -1.17737 0 0 5 
0 0 35600 0 0 0 -1.22404 0 0 5 
0 0 35650 0 0 0 -1.43324 0 0 5 
0 0 35700 0 0 0 -1.82763 0 0 5 
0 0 35750 0 0 0 -2.40364 0 0 0 
0 0 35800 0 0 0 -3.06384 0 0 0 
0 0 35850 0 0 0 -3.68111 0 0 0 
0 0 35900 0 0 0 -4.29637 0 0 0 
0 0 35950 0 0 0 -5.36107 0 0 0 
0 0 36000 0 0 0 -8.32328 0 0 0 
0 0 36050 0 0 0 -17.6589 0 0 0 
0 0 36100 0 0 0 -33.603 0 0 0 
0 0 36150 0 0 0 -39.4219 0 0 0 
0 0 36200 0 0 0 -40.1413 0 0 0 
0 0 36250 0 0 0 -40.2383 0 0 0 
0 0 36300 0 0 0 -40.2475 0 0 0 
0 0 36350 0 0 0 -40.2548 0 0 0 
0 0 36400 0 0 0 -40.2645 0 0 0 
0 0 36450 0 0 0 -40.2702 0 0 0 
0 0 36500 0 0 0 -40.2753 0 0 0 
0 0 36550 0 0 0 -40.282 0 0 0 
0 0 36600 0 0 0 -40.2837 0 0 0 
0 0 36650 0 0 0 -40.2838 0 0 0 
0 0 36700 0 0 0 -40.223 0 0 0 
0 0 36750 0 0 0 -39.1693 0 0 0 
0 0 36800 0 0 0 -31.5713 0 0 0 
0 0 36850 0 0 0 -15.5821 0 0 0 
0 0 36900 0 0 0 -7.96828 0 0 0 
0 0 36950 0 0 0 -5.59 0 0 0 
0 0 37000 0 0 0 -4.73495 0 0 0 
0 0 37050 0 0 0 -4.13321 0 0 0 
0 0 37100 0 0 0 -3.43926 0 0 0 
0 0 37150 0 0 0 -2.68694 0 0 0 
0 0 37200 0 0 0 -2.05398 0 0 20 
0 0 37250 0 0 0 -1.63686 0 0 20 
0 0 37300 0 0 0 -1.43275 0 0 20 
0 0 37350 0 0 0 -1.41883 0 0 20 
0 0 37400 0 0 0 -1.58284 0 0 20 
0 0 37450 0 0 0 -1.89132 0 0 0 
0 0 37500 0 0 0 -2.22267 0 0 0 
0 0 37550 0 0 0 -2.4048 0 0 0 
0 0 37600 0 0 0 -2.33436 0 0 0 
0 0 37650 0 0 0 -2.01706 0 0 0 
0 0 37700 0 0 0 -1.56962 0 0 0 
0 0 37750 0 0 0 -1.15003 0 0 20 
0 0 37800 0 0 0 -0.838148 0 0 20 
0 0 37850 0 0 0 -0.631067 0 0 20 
0 0 37900 0 0 0 -0.503121 0 0 20 
0 0 37950 0 0 0 -0.433023 0 0 20 
0 0 38000 0 0 0 -0.403788 0 0 0 
0 0 38050 0 0 0 -0.394497 0 0 0 
0 0 38100 0 0 0 -0.382643 0 0 0 
0 0 38150 0 0 0 -0.354478 0 0 0 
0 0 38200 0 0 0 -0.308304 0 0 0 
0 0 38250 0 0 0 -0.254232 0 0 0 
0 0 38300 0 0 0 -0.207048 0 0 20 
0 0 38350 0 0 0 -0.174326 0 0 20 
0 0 38400 0 0 0 -0.155935 0 0 20 
0 0 38450 0 0 0 -0.149941 0 0 20 
0 0 38500 0 0 0 -0.155115 0 0 20 
0 0 38550 0 0 0 -0.17001 0 0 0 
0 0 38600 0 0 0 -0.190405 0 0 0 
0 0 38650 0 0 0 -0.210931 0 0 0 
0 0 38700 0 0 0 -0.229458 0 0 0 
0 0 38750 0 0 0 -0.248825 0 0 0 
0 0 38800 0 0 0 -0.277582 0 0 0 
0 0 38850 0 0 0 -0.328278 0 0 20 
0 0 38900 0 0 0 -0.414554 0 0 20 
0 0 38950 0 0 0 -0.552971 0 0 20 
0 0 39000 0 0 0 -0.766705 0 0 20 
0 0 39050 0 0 0 -1.081 0 0 20 
0 0 39100 0 0 0 -1.48837 0 0 0 
0 0 39150 0 0 0 -1.88778 0 0 0 
0 0 39200 0 0 0 -2.12423 0 0 0 
0 0 39250 0 0 0 -2.10546 0 0 0 
0 0 39300 0 0 0 -1.84217 0 0 0 
0 0 39350 0 0 0 -1.45112 0 0 0 
0 0 39400 0 0 0 -1.0887 0 0 0 
0 0 39450 0 0 0 -0.836917 0 0 0 
0 0 39500 0 0 0 -0.699847 0 0 0 
0 0 39550 0 0 0 -0.662012 0 0 0 
0 0 39600 0 0 0 -0.712611 0 0 0 
0 0 39650 0 0 0 -0.833012 0 0 0 
0 0 39700 0 0 0 -0.967457 0 0 0 
0 0 39750 0 0 0 -1.03907 0 0 0 
0 0 39800 0 0 0 -1.00153 0 0 0 
0 0 39850 0 0 0 -0.856571 0 0 0 
0 0 39900 0 0 0 -0.654533 0 0 0 
0 0 39950 0 0 0 -0.463832 0 0 0 
0 0 40000 0 0 0 -0.318614 0 0 0 
0 0 40050 0 0 0 -0.216608 0 0 0 
0 0 40100 0 0 0 -0.145242 0 0 0 
0 0 40150 0 0 0 -0.0937309 0 0 0 
0 0 40200 0 0 0 -0.0545551 0 0 0 
0 0 40250 0 0 0 -0.0226022 0 0 0 
0 0 40300 0 0 0 0.00577781 0 0 0 
0 0 40350 0 0 0 0.0334602 0 0 0 
0 0 40400 0 0 0 0.063314 0 0 0 
0 0 40450 0 0 0 0.0984455 0 0 0 
0 0 40500 0 0 0 0.143011 0 0 0 
0 0 40550 0 0 0 0.202991 0 0 0 
0 0 40600 0 0 0 0.287262 0 0 0 
0 0 40650 0 0 0 0.408422 0 0 0 
0 0 40700 0 0 0 0.58008 0 0 0 
0 0 40750 0 0 0 0.799529 0 0 0 
0 0 40800 0 0 0 1.01757 0 0 0 
0 0 40850 0 0 0 1.15843 0 0 0 
0 0 40900 0 0 0 1.17801 0 0 0 
0 0 40950 0 0 0 1.08459 0 0 0 
0 0 41000 0 0 0 0.940452 0 0 0 
0 0 41050 0 0 0 0.829951 0 0 0 
0 0 41100 0 0 0 0.803976 0 0 0 
0 0 41150 0 0 0 0.879978 0 0 0 
0 0 41200 0 0 0 1.07254 0 0 0 
0 0 41250 0 0 0 1.40042 0 0 0 
0 0 41300 0 0 0 1.84909 0 0 0 
0 0 41350 0 0 0 2.30187 0 0 0 
0 0 41400 0 0 0 2.58378 0 0 0 
0 0 41450 0 0 0 2.59189 0 0 0 
0 0 41500 0 0 0 2.3409 0 0 0 
0 0 41550 0 0 0 1.96693 0 0 0 
0 0 41600 0 0 0 1.65414 0 0 0 
0 0 41650 0 0 0 1.50823 0 0 0 
0 0 41700 0 0 0 1.55563 0 0 0 
0 0 41750 0 0 0 1.8108 0 0 0 
0 0 41800 0 0 0 2.29986 0 0 0 
0 0 41850 0 0 0 3.0115 0 0 0 
0 0 41900 0 0 0 3.80505 0 0 0 
0 0 41950 0 0 0 4.49378 0 0 0 
0 0 42000 0 0 0 5.09066 0 0 0 
0 0 42050 0 0 0 6.0789 0 0 0 
0 0 42100 0 0 0 8.9806 0 0 0 
0 0 42150 0 0 0 18.4231 0 0 0 
0 0 42200 0 0 0 34.2808 0 0 0 
0 0 42250 0 0 0 39.6423 0 0 0 
0 0 42300 0 0 0 40.2557 0 0 0 
0 0 42350 0 0 0 40.2805 0 0 0 
0 0 42400 0 0 0 40.264 0 0 0 
0 0 42450 0 0 0 40.2392 0 0 0 
0 0 42500 0 0 0 40.2156 0 0 0 
0 0 42550 0 0 0 40.19 0 0 0 
0 0 42600 0 0 0 40.1481 0 0 0 
0 0 42650 0 0 0 40.0456 0 0 0 
0 0 42700 0 0 0 39.4506 0 0 0 
0 0 42750 0 0 0 34.7086 0 0 0 
0 0 42800 0 0 0 19.234 0 0 0 
0 0 42850 0 0 0 8.52104 0 0 0 
0 0 42900 0 0 0 4.93496 0 0 0 
0 0 42950 0 0 0 3.64929 0 0 0 
0 0 43000 0 0 0 2.99384 0 0 0 
0 0 43050 0 0 0 2.45395 0 0 0 
0 0 43100 0 0 0 1.92204 0 0 0 
0 0 43150 0 0 0 1.46129 0 0 15 
0 0 43200 0 0 0 1.14181 0 0 15 
0 0 43250 0 0 0 0.964523 0 0 15 
0 0 43300 0 0 0 0.910239 0 0 15 
0 0 43350 0 0 0 0.967633 0 0 15 
0 0 43400 0 0 0 1.12315 0 0 0 
0 0 43450 0 0 0 1.32431 0 0 0 
0 0 43500 0 0 0 1.47036 0 0 0 
0 0 43550 0 0 0 1.48002 0 0 0 
0 0 43600 0 0 0 1.34003 0 0 0 
0 0 43650 0 0 0 1.10095 0 0 0 
0 0 43700 0 0 0 0.860176 0 0 15 
0 0 43750 0 0 0 0.689968 0 0 15 
0 0 43800 0 0 0 0.604141 0 0 15 
0 0 43850 0 0 0 0.596924 0 0 15 
0 0 43900 0 0 0 0.665504 0 0 15 
0 0 43950 0 0 0 0.802979 0 0 0 
0 0 44000 0 0 0 0.970299 0 0 0 
0 0 44050 0 0 0 1.08901 0 0 0 
0 0 44100 0 0 0 1.09575 0 0 0 
0 0 44150 0 0 0 0.979549 0 0 0 
0 0 44200 0 0 0 0.779379 0 0 0 
0 0 44250 0 0 0 0.570113 0 0 15 
0 0 44300 0 0 0 0.405435 0 0 15 
0 0 44350 0 0 0 0.290864 0 0 15 
0 0 44400 0 0 0 0.213746 0 0 15 
0 0 44450 0 0 0 0.161998 0 0 15 
0 0 44500 0 0 0 0.127094 0 0 0 
0 0 44550 0 0 0 0.103115 0 0 0 
0 0 44600 0 0 0 0.0855194 0 0 0 
0 0 44650 0 0 0 0.0712911 0 0 0 
0 0 44700 0 0 0 0.0587187 0 0 0 
0 0 44750 0 0 0 0.0474178 0 0 0 
0 0 44800 0 0 0 0.0377484 0 0 15 
0 0 44850 0 0 0 0.0300202 0 0 15 
0 0 44900 0 0 0 0.0240847 0 0 15 
0 0 44950 0 0 0 0.0196995 0 0 15 
0 0 45000 0 0 0 0.016709 0 0 15 
0 0 45050 0 0 0 0.0147863 0 0 0 
0 0 45100 0 0 0 0.0127376 0 0 0 
0 0 45150 0 0 0 0.00830615 0 0 0 
0 0 45200 0 0 0 -0.000598084 0 0 0 
0 0 45250 0 0 0 -0.0151295 0 0 0 
0 0 45300 0 0 0 -0.0357129 0 0 0 
0 0 45350 0 0 0 -0.0626701 0 0 0 
0 0 45400 0 0 0 -0.0980103 0 0 0 
0 0 45450 0 0 0 -0.14671 0 0 0 
0 0 45500 0 0 0 -0.216639 0 0 0 
0 0 45550 0 0 0 -0.317295 0 0 0 
0 0 45600 0 0 0 -0.451778 0 0 0 
0 0 45650 0 0 0 -0.597458 0 0 0 
0 0 45700 0 0 0 -0.701809 0 0 0 
0 0 45750 0 0 0 -0.721825 0 0 0 
0 0 45800 0 0 0 -0.651339 0 0 0 
0 0 45850 0 0 0 -0.519188 0 0 0 
0 0 45900 0 0 0 -0.379683 0 0 0 
0 0 45950 0 0 0 -0.272018 0 0 0 
0 0 46000 0 0 0 -0.201217 0 0 0 
0 0 46050 0 0 0 -0.159644 0 0 0 
0 0 46100 0 0 0 -0.140238 0 0 0 
0 0 46150 0 0 0 -0.137218 0 0 0 
0 0 46200 0 0 0 -0.142215 0 0 0 
0 0 46250 0 0 0 -0.142367 0 0 0 
0 0 46300 0 0 0 -0.12717 0 0 0 
0 0 46350 0 0 0 -0.0931819 0 0 0 
0 0 46400 0 0 0 -0.0428652 0 0 0 
0 0 46450 0 0 0 0.0175523 0 0 0 
0 0 46500 0 0 0 0.086458 0 0 0 
0 0 46550 0 0 0 0.171497 0 0 0 
0 0 46600 0 0 0 0.286675 0 0 0 
0 0 46650 0 0 0 0.448498 0 0 0 
0 0 46700 0 0 0 0.66251 0 0 0 
0 0 46750 0 0 0 0.890752 0 0 0 
0 0 46800 0 0 0 1.04568 0 0 0 
0 0 46850 0 0 0 1.05472 0 0 0 
0 0 46900 0 0 0 0.905249 0 0 0 
0 0 46950 0 0 0 0.641263 0 0 0 
0 0 47000 0 0 0 0.346641 0 0 0 
0 0 47050 0 0 0 0.0769412 0 0 0 
0 0 47100 0 0 0 -0.174049 0 0 0 
0 0 47150 0 0 0 -0.440405 0 0 0 
0 0 47200 0 0 0 -0.760201 0 0 0 
0 0 47250 0 0 0 -1.15138 0 0 0 
0 0 47300 0 0 0 -1.56389 0 0 0 
0 0 47350 0 0 0 -1.87085 0 0 0 
0 0 47400 0 0 0 -1.96865 0 0 0 
0 0 47450 0 0 0 -1.84673 0 0 0 
0 0 47500 0 0 0 -1.58388 0 0 0 
0 0 47550 0 0 0 -1.32573 0 0 0 
0 0 47600 0 0 0 -1.18383 0 0 0 
0 0 47650 0 0 0 -1.1903 0 0 0 
0 0 47700 0 0 0 -1.35516 0 0 0 
0 0 47750 0 0 0 -1.69804 0 0 0 
0 0 47800 0 0 0 -2.22913 0 0 0 
0 0 47850 0 0 0 -2.8837 0 0 0 
0 0 47900 0 0 0 -3.52432 0 0 0 
0 0 47950 0 0 0 -4.11925 0 0 0 
0 0 48000 0 0 0 -4.98463 0 0 0 
0 0 48050 0 0 0 -7.23026 0 0 0 
0 0 48100 0 0 0 -14.1805 0 0 0 
0 0 48150 0 0 0 -29.9557 0 0 0 
0 0 48200 0 0 0 -38.6983 0 0 0 
0 0 48250 0 0 0 -40.0709 0 0 0 
0 0 48300 0 0 0 -40.2096 0 0 0 
0 0 48350 0 0 0 -40.2272 0 0 0 
0 0 48400 0 0 0 -40.2301 0 0 0 
0 0 48450 0 0 0 -39.9945 0 0 0 
0 0 48500 0 0 0 -37.5955 0 0 0 
0 0 48550 0 0 0 -25.3269 0 0 0 
0 0 48600 0 0 0 -11.5852 0 0 0 
0 0 48650 0 0 0 -6.72895 0 0 0 
0 0 48700 0 0 0 -5.20537 0 0 0 
0 0 48750 0 0 0 -4.53756 0 0 0 
0 0 48800 0 0 0 -3.91021 0 0 0 
0 0 48850 0 0 0 -3.15021 0 0 0 
0 0 48900 0 0 0 -2.39636 0 0 0 
0 0 48950 0 0 0 -1.83637 0 0 15 
0 0 49000 0 0 0 -1.50685 0 0 15 
0 0 49050 0 0 0 -1.37992 0 0 15 
0 0 49100 0 0 0 -1.43582 0 0 15 
0 0 49150 0 0 0 -1.66703 0 0 15 
0 0 49200 0 0 0 -2.02321 0 0 0 
0 0 49250 0 0 0 -2.33775 0 0 0 
0 0 49300 0 0 0 -2.4365 0 0 0 
0 0 49350 0 0 0 -2.26138 0 0 0 
0 0 49400 0 0 0 -1.85725 0 0 0 
0 0 49450 0 0 0 -1.38544 0 0 0 
0 0 49500 0 0 0 -1.00047 0 0 15 
0 0 49550 0 0 0 -0.734542 0 0 15 
0 0 49600 0 0 0 -0.563861 0 0 15 
0 0 49650 0 0 0 -0.462319 0 0 15 
0 0 49700 0 0 0 -0.411715 0 0 15 
0 0 49750 0 0 0 -0.395666 0 0 0 
0 0 49800 0 0 0 -0.390531 0 0 0 
0 0 49850 0 0 0 -0.374499 0 0 0 
0 0 49900 0 0 0 -0.33894 0 0 0 
0 0 49950 0 0 0 -0.286429 0 0 0 
0 0 50000 0 0 0 -0.231748 0 0 0 
0 0 50050 0 0 0 -0.189583 0 0 15 
0 0 50100 0 0 0 -0.16291 0 0 15 
0 0 50150 0 0 0 -0.14975 0 0 15 
0 0 50200 0 0 0 -0.148291 0 0 15 
0 0 50250 0 0 0 -0.157695 0 0 15 
0 0 50300 0 0 0 -0.176032 0 0 0 
0 0 50350 0 0 0 -0.197739 0 0 0 
0 0 50400 0 0 0 -0.217576 0 0 0 
0 0 50450 0 0 0 -0.235357 0 0 0 
0 0 50500 0 0 0 -0.255852 0 0 0 
0 0 50550 0 0 0 -0.289932 0 0 0 
0 0 50600 0 0 0 -0.351174 0 0 15 
0 0 50650 0 0 0 -0.453181 0 0 15 
0 0 50700 0 0 0 -0.61439 0 0 15 
0 0 50750 0 0 0 -0.860964 0 0 15 
0 0 50800 0 0 0 -1.21747 0 0 15 
0 0 50850 0 0 0 -1.65594 0 0 0 
0 0 50900 0 0 0 -2.02949 0 0 0 
0 0 50950 0 0 0 -2.17938 0 0 0 
0 0 51000 0 0 0 -2.05587 0 0 0 
0 0 51050 0 0 0 -1.70687 0 0 0 
0 0 51100 0 0 0 -1.29183 0 0 0 
0 0 51150 0 0 0 -0.96384 0 0 0 
0 0 51200 0 0 0 -0.759634 0 0 0 
0 0 51250 0 0 0 -0.663905 0 0 0 
0 0 51300 0 0 0 -0.661717 0 0 0 
0 0 51350 0 0 0 -0.744856 0 0 0 
0 0 51400 0 0 0 -0.888002 0 0 0 
0 0 51450 0 0 0 -1.01621 0 0 0 
0 0 51500 0 0 0 -1.05197 0 0 0 
0 0 51550 0 0 0 -0.968939 0 0 0 
0 0 51600 0 0 0 -0.786008 0 0 0 
0 0 51650 0 0 0 -0.573068 0 0 0 
0 0 51700 0 0 0 -0.396963 0 0 0 
0 0 51750 0 0 0 -0.271036 0 0 0 
0 0 51800 0 0 0 -0.183724 0 0 0 
0 0 51850 0 0 0 -0.122116 0 0 0 
0 0 51900 0 0 0 -0.0768432 0 0 0 
0 0 51950 0 0 0 -0.0414543 0 0 0 
0 0 52000 0 0 0 -0.0116423 0 0 0 
0 0 52050 0 0 0 0.0158188 0 0 0 
0 0 52100 0 0 0 0.0436739 0 0 0 
0 0 52150 0 0 0 0.0747169 0 0 0 
0 0 52200 0 0 0 0.112332 0 0 0 
0 0 52250 0 0 0 0.161159 0 0 0 
0 0 52300 0 0 0 0.228016 0 0 0 
0 0 52350 0 0 0 0.32307 0 0 0 
0 0 52400 0 0 0 0.460422 0 0 0 
0 0 52450 0 0 0 0.653248 0 0 0 
0 0 52500 0 0 0 0.888786 0 0 0 
0 0 52550 0 0 0 1.09501 0 0 0 
0 0 52600 0 0 0 1.19439 0 0 0 
0 0 52650 0 0 0 1.16435 0 0 0 
0 0 52700 0 0 0 1.03191 0 0 0 
0 0 52750 0 0 0 0.881361 0 0 0 
0 0 52800 0 0 0 0.79642 0 0 0 
0 0 52850 0 0 0 0.807007 0 0 0 
0 0 52900 0 0 0 0.923248 0 0 0 
0 0 52950 0 0 0 1.16286 0 0 0 
0 0 53000 0 0 0 1.5452 0 0 0 
0 0 53050 0 0 0 2.03405 0 0 0 
0 0 53100 0 0 0 2.46223 0 0 0 
0 0 53150 0 0 0 2.65119 0 0 0 
0 0 53200 0 0 0 2.54647 0 0 0 
0 0 53250 0 0 0 2.20534 0 0 0 
0 0 53300 0 0 0 1.81286 0 0 0 
0 0 53350 0 0 0 1.55095 0 0 0 
0 0 53400 0 0 0 1.477 0 0 0 
0 0 53450 0 0 0 1.59919 0 0 0 
0 0 53500 0 0 0 1.93702 0 0 0 
0 0 53550 0 0 0 2.5213 0 0 0 
0 0 53600 0 0 0 3.31486 0 0 0 
0 0 53650 0 0 0 4.11453 0 0 0 
0 0 53700 0 0 0 4.75768 0 0 0 
0 0 53750 0 0 0 5.39719 0 0 0 
0 0 53800 0 0 0 6.80543 0 0 0 
0 0 53850 0 0 0 11.3826 0 0 0 
0 0 53900 0 0 0 24.765 0 0 0 
0 0 53950 0 0 0 37.5118 0 0 0 
0 0 54000 0 0 0 39.982 0 0 0 
0 0 54050 0 0 0 40.2088 0 0 0 
0 0 54100 0 0 0 40.2022 0 0 0 
0 0 54150 0 0 0 40.1512 0 0 0 
0 0 54200 0 0 0 40.0388 0 0 0 
0 0 54250 0 0 0 39.391 0 0 0 
0 0 54300 0 0 0 34.2431 0 0 0 
0 0 54350 0 0 0 18.4612 0 0 0 
0 0 54400 0 0 0 8.23967 0 0 0 
0 0 54450 0 0 0 4.84751 0 0 0 
0 0 54500 0 0 0 3.60526 0 0 0 
